student_id,course_id,session_start,session_end,page_views,downloads,forum_posts
LMS-2111,COURSE-003,2024-11-30 10:04:00,2024-11-30 12:11:00,15.0,3,4
LMS-2111,COURSE-003,2025-01-09 18:03:00,2025-01-09 19:09:00,37.0,6,0
LMS-2111,COURSE-007,2025-01-03 20:24:00,2025-01-03 22:40:00,14.0,8,3
LMS-2111,COURSE-008,2025-04-16 07:04:00,2025-04-16 09:59:00,30.0,8,0
LMS-2111,COURSE-002,2024-12-11 08:44:00,2024-12-11 10:42:00,20.0,6,1
LMS-2111,COURSE-003,2024-09-15 19:27:00,2024-09-15 22:14:00,45.0,1,2
LMS-2111,COURSE-001,2024-11-09 18:57:00,2024-11-09 19:08:00,21.0,9,3
LMS-2111,COURSE-001,2024-12-24 18:33:00,2024-12-24 18:53:00,33.0,9,2
LMS-2111,COURSE-009,2025-03-25 13:30:00,2025-03-25 16:09:00,41.0,5,3
LMS-2111,COURSE-005,2024-09-29 20:09:00,2024-09-29 21:56:00,5.0,5,0
LMS-2111,COURSE-007,2024-11-05 10:06:00,2024-11-05 10:28:00,28.0,5,1
LMS-2111,COURSE-010,2025-03-20 12:33:00,2025-03-20 13:13:00,49.0,3,0
LMS-2111,COURSE-009,2025-01-23 20:27:00,2025-01-23 20:46:00,49.0,6,2
LMS-2111,COURSE-008,2024-12-18 16:39:00,2024-12-18 16:44:00,1.0,4,4
LMS-2111,COURSE-007,2024-12-03 11:08:00,2024-12-03 13:40:00,10.0,7,3
LMS-2111,COURSE-005,2024-09-29 21:53:00,2024-09-29 22:17:00,36.0,1,0
LMS-2111,COURSE-007,2024-09-06 12:53:00,2024-09-06 13:55:00,16.0,9,3
LMS-2111,COURSE-007,2025-01-09 21:09:00,2025-01-09 23:05:00,16.0,6,2
LMS-2111,COURSE-004,2025-01-16 12:13:00,2025-01-16 15:12:00,24.0,7,1
LMS-2111,COURSE-002,2025-04-18 19:43:00,2025-04-18 20:03:00,16.0,0,2
LMS-2111,COURSE-008,2025-02-21 17:39:00,2025-02-21 19:07:00,30.0,7,2
LMS-2111,COURSE-008,2025-04-19 13:06:00,2025-04-19 14:27:00,34.0,0,0
LMS-2111,COURSE-003,2025-02-21 12:18:00,2025-02-21 14:08:00,13.0,7,0
LMS-2111,COURSE-001,2024-10-29 09:47:00,2024-10-29 10:00:00,42.0,1,2
LMS-2111,COURSE-009,2025-02-05 21:46:00,2025-02-05 22:45:00,27.0,0,3
LMS-2111,COURSE-005,2024-09-22 07:33:00,2024-09-22 07:49:00,2.0,6,4
LMS-2111,COURSE-001,2025-03-24 21:31:00,2025-03-24 21:40:00,34.0,0,2
LMS-2111,COURSE-008,2025-02-02 14:01:00,2025-02-02 15:58:00,34.0,3,3
LMS-2111,COURSE-004,2025-02-03 08:44:00,2025-02-03 10:12:00,36.0,5,2
LMS-2111,COURSE-006,2025-04-13 17:16:00,2025-04-13 18:10:00,45.0,8,2
LMS-2111,COURSE-008,2024-11-06 17:38:00,2024-11-06 19:37:00,31.0,6,3
LMS-2111,COURSE-004,2025-01-18 15:35:00,2025-01-18 16:41:00,32.0,6,1
LMS-2111,COURSE-007,2024-11-21 20:27:00,2024-11-21 21:28:00,17.0,3,4
LMS-2111,COURSE-008,2025-04-17 21:46:00,2025-04-17 23:56:00,11.0,7,3
LMS-2111,COURSE-007,2025-04-21 08:18:00,2025-04-21 11:06:00,23.0,9,0
LMS-2111,COURSE-004,2024-12-11 07:14:00,2024-12-11 09:43:00,44.0,4,1
LMS-2111,COURSE-002,2025-02-25 16:12:00,2025-02-25 17:36:00,22.0,2,2
LMS-2111,COURSE-003,2025-03-13 16:48:00,2025-03-13 19:15:00,,8,4
LMS-2111,COURSE-007,2025-03-01 16:22:00,2025-03-01 17:25:00,36.0,6,4
LMS-2111,COURSE-001,2024-12-17 16:41:00,2024-12-17 16:53:00,26.0,6,3
LMS-2111,COURSE-007,2025-02-25 17:22:00,2025-02-25 20:08:00,42.0,0,0
LMS-2111,COURSE-001,2025-04-19 11:09:00,2025-04-19 12:34:00,12.0,2,1
LMS-2111,COURSE-004,2024-09-22 11:39:00,2024-09-22 13:29:00,23.0,6,4
LMS-2111,COURSE-009,2025-02-20 19:55:00,2025-02-20 20:37:00,11.0,6,4
LMS-2111,COURSE-009,2025-04-25 10:11:00,2025-04-25 12:11:00,35.0,9,0
LMS-2111,COURSE-001,2025-02-12 09:23:00,2025-02-12 11:17:00,16.0,7,2
LMS-2111,COURSE-004,2025-04-08 20:12:00,2025-04-08 21:15:00,12.0,3,2
LMS-2111,COURSE-003,2024-11-13 08:18:00,2024-11-13 09:02:00,36.0,9,1
LMS-2111,COURSE-002,2024-09-08 21:24:00,2024-09-08 21:30:00,29.0,9,1
LMS-2111,COURSE-001,2024-10-19 08:39:00,2024-10-19 09:58:00,20.0,9,1
LMS-2111,COURSE-001,2025-01-30 08:53:00,2025-01-30 09:27:00,5.0,5,2
LMS-2111,COURSE-005,2025-03-23 11:03:00,2025-03-23 12:26:00,1.0,0,4
LMS-2111,COURSE-001,2024-10-07 13:49:00,2024-10-07 14:05:00,23.0,2,1
LMS-2111,COURSE-004,2024-10-29 12:33:00,2024-10-29 14:43:00,45.0,7,2
LMS-2111,COURSE-009,2025-02-26 19:26:00,2025-02-26 20:25:00,9.0,4,1
LMS-2111,COURSE-004,2024-10-27 11:25:00,2024-10-27 13:59:00,44.0,3,4
LMS-2111,COURSE-010,2025-03-18 19:52:00,2025-03-18 21:35:00,9.0,4,2
LMS-2111,COURSE-003,2024-09-11 11:44:00,2024-09-11 14:34:00,6.0,3,3
LMS-2111,COURSE-005,2025-02-17 18:49:00,2025-02-17 21:19:00,27.0,4,1
LMS-2111,COURSE-008,2025-02-24 09:01:00,2025-02-24 10:38:00,18.0,5,1
LMS-2111,COURSE-003,2024-10-22 11:58:00,2024-10-22 12:48:00,16.0,5,4
LMS-2111,COURSE-008,2025-01-08 14:39:00,2025-01-08 16:41:00,11.0,6,2
LMS-2111,COURSE-003,2024-09-18 14:35:00,2024-09-18 16:13:00,46.0,2,2
LMS-2111,COURSE-003,2024-11-30 12:26:00,2024-11-30 12:48:00,41.0,2,2
LMS-2111,COURSE-004,2025-01-09 18:37:00,2025-01-09 20:08:00,16.0,0,0
LMS-2111,COURSE-002,2024-11-01 20:15:00,2024-11-01 21:24:00,26.0,3,4
LMS-2111,COURSE-010,2024-12-09 10:52:00,2024-12-09 12:05:00,21.0,5,2
LMS-2111,COURSE-003,2024-09-18 16:25:00,2024-09-18 16:52:00,4.0,6,3
LMS-2111,COURSE-005,2025-04-16 09:43:00,2025-04-16 11:24:00,36.0,5,0
LMS-2111,COURSE-003,2024-10-06 20:53:00,2024-10-06 23:26:00,28.0,1,4
LMS-2111,COURSE-002,2025-04-16 11:13:00,2025-04-16 12:17:00,36.0,7,3
LMS-2111,COURSE-004,2024-09-21 12:13:00,2024-09-21 12:47:00,11.0,0,3
LMS-2111,COURSE-002,2024-09-06 20:15:00,2024-09-06 22:12:00,42.0,8,1
LMS-2111,COURSE-008,2025-01-13 15:37:00,2025-01-13 17:30:00,16.0,0,3
LMS-2111,COURSE-005,2025-03-07 20:17:00,2025-03-07 21:47:00,9.0,8,0
LMS-2111,COURSE-003,2025-03-03 07:46:00,2025-03-03 10:22:00,42.0,4,4
LMS-2111,COURSE-003,2024-09-05 19:26:00,2024-09-05 21:58:00,3.0,5,0
LMS-2111,COURSE-004,2025-03-16 08:05:00,2025-03-16 11:00:00,,9,4
LMS-2111,COURSE-003,2024-09-19 21:58:00,2024-09-19 22:04:00,3.0,0,4
LMS-2111,COURSE-008,2025-03-17 15:29:00,2025-03-17 16:25:00,15.0,0,1
LMS-2111,COURSE-003,2024-09-14 17:08:00,2024-09-14 19:24:00,30.0,1,1
LMS-2111,COURSE-001,2024-09-17 19:52:00,2024-09-17 20:47:00,40.0,7,0
LMS-2111,COURSE-007,2024-10-02 17:54:00,2024-10-02 20:22:00,16.0,1,2
LMS-2111,COURSE-003,2024-11-07 07:38:00,2024-11-07 08:12:00,8.0,5,2
LMS-2111,COURSE-009,2024-10-28 10:57:00,2024-10-28 13:16:00,41.0,9,2
LMS-2111,COURSE-002,2024-12-23 21:27:00,2024-12-24 00:25:00,25.0,3,1
LMS-2111,COURSE-010,2025-02-18 13:34:00,2025-02-18 16:31:00,27.0,1,1
LMS-2111,COURSE-010,2025-03-03 17:35:00,2025-03-03 19:47:00,10.0,1,2
LMS-2111,COURSE-005,2025-03-14 14:17:00,2025-03-14 14:34:00,18.0,0,3
LMS-2111,COURSE-008,2025-04-05 20:31:00,2025-04-05 21:09:00,13.0,9,3
LMS-2111,COURSE-001,2024-09-15 16:32:00,2024-09-15 17:24:00,17.0,9,4
LMS-2111,COURSE-010,2025-01-27 09:33:00,2025-01-27 11:26:00,39.0,4,4
LMS-2111,COURSE-007,2025-03-24 21:15:00,2025-03-24 23:22:00,14.0,4,0
LMS-2111,COURSE-009,2024-09-28 15:18:00,2024-09-28 15:52:00,48.0,5,4
LMS-2111,COURSE-007,2024-10-17 21:18:00,2024-10-17 21:25:00,11.0,2,4
LMS-2111,COURSE-001,2025-01-25 18:06:00,2025-01-25 18:42:00,15.0,5,3
LMS-2111,COURSE-006,2024-12-02 11:38:00,2024-12-02 12:41:00,49.0,8,0
LMS-2111,COURSE-004,2024-12-19 11:32:00,2024-12-19 12:33:00,12.0,6,0
LMS-2112,COURSE-001,2025-01-24 14:17:00,2025-01-24 16:43:00,21.0,9,3
LMS-2112,COURSE-010,2025-02-26 12:59:00,2025-02-26 14:03:00,28.0,1,0
LMS-2112,COURSE-002,2024-12-22 14:04:00,2024-12-22 16:44:00,26.0,3,0
LMS-2112,COURSE-004,2025-04-07 07:49:00,2025-04-07 09:17:00,14.0,4,4
LMS-2112,COURSE-004,2025-02-14 14:18:00,2025-02-14 16:15:00,19.0,7,0
LMS-2112,COURSE-003,2025-04-07 18:58:00,2025-04-07 20:19:00,13.0,4,3
LMS-2112,COURSE-003,2024-12-29 13:29:00,2024-12-29 14:37:00,48.0,6,4
LMS-2112,COURSE-001,2025-04-22 19:28:00,2025-04-22 20:15:00,32.0,1,3
LMS-2112,COURSE-002,2024-10-02 09:21:00,2024-10-02 11:51:00,7.0,1,1
LMS-2112,COURSE-008,2024-11-22 12:16:00,2024-11-22 13:43:00,15.0,5,0
LMS-2112,COURSE-005,2025-03-12 08:02:00,2025-03-12 08:12:00,21.0,4,2
LMS-2112,COURSE-010,2025-04-21 14:15:00,2025-04-21 15:38:00,4.0,1,0
LMS-2112,COURSE-005,2025-02-15 19:06:00,2025-02-15 21:23:00,7.0,8,3
LMS-2112,COURSE-009,2024-09-22 17:44:00,2024-09-22 19:41:00,28.0,3,4
LMS-2112,COURSE-002,2025-03-05 18:49:00,2025-03-05 20:56:00,7.0,4,0
LMS-2112,COURSE-009,2025-02-28 21:45:00,2025-02-28 23:10:00,30.0,6,2
LMS-2112,COURSE-007,2024-11-30 19:21:00,2024-11-30 22:20:00,42.0,0,4
LMS-2112,COURSE-003,2025-03-30 08:48:00,2025-03-30 09:20:00,14.0,5,1
LMS-2112,COURSE-001,2024-09-21 15:47:00,2024-09-21 17:00:00,6.0,6,0
LMS-2112,COURSE-001,2025-02-05 10:06:00,2025-02-05 12:16:00,14.0,6,1
LMS-2112,COURSE-008,2025-03-29 19:30:00,2025-03-29 20:34:00,18.0,7,0
LMS-2112,COURSE-008,2025-02-21 13:09:00,2025-02-21 13:29:00,23.0,0,1
LMS-2112,COURSE-004,2025-01-09 21:49:00,2025-01-09 22:50:00,36.0,0,4
LMS-2112,COURSE-007,2024-09-21 18:26:00,2024-09-21 19:20:00,19.0,8,0
LMS-2112,COURSE-002,2024-12-04 19:36:00,2024-12-04 20:01:00,41.0,2,2
LMS-2112,COURSE-010,2025-03-13 08:32:00,2025-03-13 10:00:00,40.0,7,1
LMS-2112,COURSE-002,2024-09-29 08:25:00,2024-09-29 09:43:00,26.0,4,1
LMS-2112,COURSE-010,2024-12-22 12:04:00,2024-12-22 12:26:00,31.0,0,2
LMS-2112,COURSE-008,2025-01-17 19:03:00,2025-01-17 20:15:00,47.0,2,1
LMS-2112,COURSE-009,2025-04-03 15:07:00,2025-04-03 16:57:00,32.0,5,1
LMS-2112,COURSE-002,2025-04-21 13:12:00,2025-04-21 15:28:00,19.0,9,4
LMS-2112,COURSE-005,2025-03-31 07:26:00,2025-03-31 08:35:00,17.0,6,0
LMS-2112,COURSE-002,2025-02-23 07:14:00,2025-02-23 09:04:00,36.0,6,4
LMS-2112,COURSE-008,2025-02-04 08:27:00,2025-02-04 11:03:00,19.0,7,4
LMS-2112,COURSE-007,2024-12-19 11:55:00,2024-12-19 13:59:00,23.0,6,0
LMS-2112,COURSE-005,2025-04-11 13:03:00,2025-04-11 13:09:00,3.0,2,0
LMS-2112,COURSE-003,2025-04-24 14:31:00,2025-04-24 15:34:00,25.0,2,0
LMS-2112,COURSE-002,2024-09-06 16:33:00,2024-09-06 17:24:00,18.0,9,3
LMS-2112,COURSE-004,2025-03-27 15:39:00,2025-03-27 16:38:00,14.0,3,2
LMS-2112,COURSE-003,2025-03-04 13:43:00,2025-03-04 14:53:00,3.0,1,2
LMS-2112,COURSE-008,2024-12-17 09:24:00,2024-12-17 10:27:00,38.0,5,2
LMS-2112,COURSE-008,2025-01-10 16:19:00,2025-01-10 16:40:00,35.0,5,2
LMS-2112,COURSE-009,2024-10-29 20:38:00,2024-10-29 23:35:00,19.0,3,4
LMS-2112,COURSE-005,2024-09-16 11:29:00,2024-09-16 13:35:00,1.0,1,1
LMS-2112,COURSE-008,2024-10-01 21:41:00,2024-10-01 21:58:00,24.0,2,4
LMS-2112,COURSE-009,2025-01-06 13:02:00,2025-01-06 15:54:00,37.0,8,2
LMS-2112,COURSE-007,2024-12-26 08:20:00,2024-12-26 08:56:00,29.0,2,1
LMS-2112,COURSE-010,2025-02-04 21:59:00,2025-02-05 00:20:00,21.0,2,1
LMS-2112,COURSE-001,2025-03-14 08:17:00,2025-03-14 10:11:00,22.0,0,0
LMS-2112,COURSE-007,2024-12-26 09:00:00,2024-12-26 09:35:00,26.0,2,2
LMS-2112,COURSE-003,2024-09-10 21:32:00,2024-09-10 22:52:00,9.0,1,4
LMS-2112,COURSE-007,2024-09-11 11:47:00,2024-09-11 13:17:00,33.0,9,1
LMS-2112,COURSE-003,2025-02-04 21:23:00,2025-02-04 21:38:00,41.0,1,2
LMS-2112,COURSE-003,2024-09-20 09:42:00,2024-09-20 11:21:00,40.0,4,4
LMS-2112,COURSE-008,2025-04-13 21:10:00,2025-04-13 23:24:00,9.0,4,0
LMS-2112,COURSE-010,2024-12-04 20:51:00,2024-12-04 22:52:00,41.0,8,2
LMS-2112,COURSE-004,2025-04-08 10:52:00,2025-04-08 13:48:00,43.0,1,3
LMS-2112,COURSE-010,2025-03-20 15:17:00,2025-03-20 17:57:00,17.0,6,4
LMS-2112,COURSE-010,2025-04-17 07:54:00,2025-04-17 08:04:00,42.0,6,1
LMS-2112,COURSE-006,2024-10-28 16:44:00,2024-10-28 19:04:00,39.0,5,2
LMS-2112,COURSE-003,2024-12-06 19:48:00,2024-12-06 20:11:00,31.0,0,4
LMS-2112,COURSE-009,2025-02-18 11:11:00,2025-02-18 12:10:00,29.0,1,0
LMS-2112,COURSE-004,2024-12-11 12:51:00,2024-12-11 14:25:00,33.0,5,4
LMS-2112,COURSE-006,2024-12-04 21:49:00,2024-12-04 22:32:00,45.0,4,0
LMS-2112,COURSE-007,2024-10-14 17:57:00,2024-10-14 18:07:00,23.0,8,3
LMS-2112,COURSE-002,2024-10-10 10:22:00,2024-10-10 11:49:00,34.0,4,0
LMS-2112,COURSE-001,2025-03-13 15:43:00,2025-03-13 17:58:00,11.0,8,4
LMS-2112,COURSE-006,2024-09-11 12:40:00,2024-09-11 14:26:00,24.0,7,0
LMS-2112,COURSE-007,2025-03-21 18:07:00,2025-03-21 18:38:00,31.0,3,2
LMS-2112,COURSE-003,2025-01-06 21:39:00,2025-01-06 21:52:00,49.0,2,4
LMS-2112,COURSE-002,2025-04-16 10:27:00,2025-04-16 10:41:00,6.0,7,2
LMS-2112,COURSE-009,2025-01-02 13:39:00,2025-01-02 14:16:00,28.0,2,2
LMS-2112,COURSE-010,2025-01-27 21:35:00,2025-01-27 23:51:00,47.0,9,4
LMS-2112,COURSE-001,2025-03-10 12:23:00,2025-03-10 12:55:00,33.0,6,2
LMS-2112,COURSE-002,2025-01-11 11:19:00,2025-01-11 13:01:00,47.0,5,2
LMS-2112,COURSE-009,2024-09-01 21:18:00,2024-09-01 21:39:00,23.0,1,2
LMS-2112,COURSE-005,2024-12-03 11:48:00,2024-12-03 14:25:00,37.0,6,4
LMS-2112,COURSE-007,2024-10-07 16:01:00,2024-10-07 18:00:00,11.0,1,1
LMS-2112,COURSE-010,2024-10-18 16:53:00,2024-10-18 17:46:00,13.0,4,1
LMS-2112,COURSE-002,2025-01-10 16:24:00,2025-01-10 18:36:00,40.0,0,4
LMS-2112,COURSE-008,2024-11-29 07:51:00,2024-11-29 08:32:00,25.0,7,0
LMS-2112,COURSE-004,2025-03-26 12:18:00,2025-03-26 13:09:00,21.0,7,0
LMS-2112,COURSE-010,2024-09-26 16:54:00,2024-09-26 18:48:00,8.0,3,4
LMS-2112,COURSE-004,2024-12-26 18:43:00,2024-12-26 18:51:00,33.0,8,0
LMS-2112,COURSE-007,2024-09-05 20:22:00,2024-09-05 22:18:00,42.0,1,1
LMS-2112,COURSE-001,2024-12-29 11:13:00,2024-12-29 12:25:00,6.0,7,3
LMS-2112,COURSE-009,2025-03-10 09:01:00,2025-03-10 11:52:00,40.0,8,4
LMS-2112,COURSE-006,2024-10-02 11:02:00,2024-10-02 11:11:00,40.0,6,4
LMS-2112,COURSE-007,2024-12-13 11:08:00,2024-12-13 12:52:00,34.0,4,4
LMS-2112,COURSE-010,2024-12-16 15:19:00,2024-12-16 16:52:00,43.0,7,3
LMS-2112,COURSE-005,2025-04-26 08:12:00,2025-04-26 10:03:00,28.0,1,4
LMS-2112,COURSE-008,2025-02-01 07:03:00,2025-02-01 08:23:00,7.0,0,0
LMS-2112,COURSE-009,2025-02-10 15:18:00,2025-02-10 17:50:00,23.0,9,3
LMS-2112,COURSE-002,2024-12-04 12:04:00,2024-12-04 14:40:00,36.0,9,2
LMS-2112,COURSE-009,2025-04-10 19:59:00,2025-04-10 21:00:00,41.0,5,3
LMS-2112,COURSE-005,2025-03-25 11:25:00,2025-03-25 13:39:00,33.0,4,4
LMS-2112,COURSE-005,2024-10-20 18:19:00,2024-10-20 19:33:00,,5,2
LMS-2112,COURSE-005,2024-11-12 10:08:00,2024-11-12 12:36:00,5.0,6,2
LMS-2112,COURSE-008,2025-04-22 07:10:00,2025-04-22 08:43:00,37.0,2,1
LMS-2112,COURSE-010,2025-03-13 13:33:00,2025-03-13 14:11:00,5.0,9,0
LMS-2112,COURSE-003,2025-01-16 12:50:00,2025-01-16 13:51:00,,7,3
LMS-2112,COURSE-007,2024-12-11 19:51:00,2024-12-11 20:51:00,28.0,3,4
LMS-2112,COURSE-010,2024-10-07 14:29:00,2024-10-07 15:02:00,10.0,5,4
LMS-2112,COURSE-006,2024-11-14 18:09:00,2024-11-14 18:39:00,41.0,4,4
LMS-2112,COURSE-008,2025-03-15 15:35:00,2025-03-15 18:30:00,34.0,1,2
LMS-2112,COURSE-010,2025-01-18 17:20:00,2025-01-18 19:46:00,40.0,0,2
LMS-2112,COURSE-001,2024-11-29 12:40:00,2024-11-29 14:28:00,,1,2
LMS-2112,COURSE-003,2025-01-10 17:17:00,2025-01-10 19:39:00,19.0,1,2
LMS-2112,COURSE-004,2024-12-04 12:13:00,2024-12-04 14:06:00,44.0,4,3
LMS-2112,COURSE-008,2024-09-30 08:30:00,2024-09-30 09:20:00,2.0,9,0
LMS-2112,COURSE-009,2025-02-13 08:33:00,2025-02-13 10:47:00,23.0,7,1
LMS-2112,COURSE-008,2024-12-30 21:26:00,2024-12-31 00:04:00,34.0,9,1
LMS-2112,COURSE-005,2024-10-07 12:12:00,2024-10-07 13:25:00,8.0,0,0
LMS-2113,COURSE-009,2024-09-27 20:12:00,2024-09-27 22:20:00,41.0,1,2
LMS-2113,COURSE-006,2024-09-01 12:29:00,2024-09-01 13:56:00,25.0,2,2
LMS-2113,COURSE-001,2025-01-14 21:46:00,2025-01-14 22:28:00,21.0,7,0
LMS-2113,COURSE-004,2025-04-24 17:27:00,2025-04-24 20:16:00,18.0,5,2
LMS-2113,COURSE-003,2024-12-31 10:34:00,2024-12-31 12:14:00,23.0,1,0
LMS-2113,COURSE-001,2025-04-27 17:49:00,2025-04-27 19:10:00,16.0,7,1
LMS-2113,COURSE-007,2024-10-25 18:45:00,2024-10-25 19:35:00,31.0,8,0
LMS-2113,COURSE-010,2024-12-10 12:01:00,2024-12-10 13:49:00,30.0,5,3
LMS-2113,COURSE-005,2025-02-25 08:02:00,2025-02-25 09:48:00,7.0,5,0
LMS-2113,COURSE-004,2024-10-26 21:43:00,2024-10-26 22:44:00,43.0,3,4
LMS-2113,COURSE-004,2024-11-02 17:46:00,2024-11-02 18:37:00,35.0,3,0
LMS-2113,COURSE-001,2025-03-09 19:15:00,2025-03-09 21:02:00,,6,3
LMS-2113,COURSE-007,2024-11-18 16:15:00,2024-11-18 18:06:00,15.0,1,3
LMS-2113,COURSE-009,2024-12-06 13:47:00,2024-12-06 14:33:00,45.0,2,1
LMS-2113,COURSE-002,2025-01-23 18:17:00,2025-01-23 21:11:00,22.0,8,1
LMS-2113,COURSE-010,2025-04-18 13:28:00,2025-04-18 14:12:00,6.0,2,1
LMS-2113,COURSE-004,2025-04-25 12:34:00,2025-04-25 15:08:00,22.0,3,3
LMS-2113,COURSE-009,2025-03-08 15:54:00,2025-03-08 16:41:00,7.0,0,4
LMS-2113,COURSE-010,2025-02-15 12:49:00,2025-02-15 13:31:00,24.0,1,1
LMS-2113,COURSE-001,2025-04-05 13:52:00,2025-04-05 14:06:00,4.0,2,3
LMS-2113,COURSE-003,2025-03-12 16:41:00,2025-03-12 17:20:00,28.0,3,1
LMS-2113,COURSE-004,2024-10-02 18:13:00,2024-10-02 18:23:00,32.0,0,4
LMS-2113,COURSE-003,2025-04-04 19:45:00,2025-04-04 21:56:00,43.0,9,3
LMS-2113,COURSE-009,2025-01-16 15:45:00,2025-01-16 17:57:00,44.0,3,3
LMS-2113,COURSE-001,2024-12-02 18:55:00,2024-12-02 20:41:00,34.0,3,0
LMS-2113,COURSE-010,2024-11-14 09:35:00,2024-11-14 11:50:00,37.0,1,2
LMS-2113,COURSE-007,2024-09-12 16:24:00,2024-09-12 19:07:00,25.0,8,2
LMS-2113,COURSE-009,2025-04-14 16:57:00,2025-04-14 19:49:00,12.0,0,0
LMS-2113,COURSE-006,2025-04-21 20:19:00,2025-04-21 20:50:00,4.0,3,3
LMS-2113,COURSE-003,2025-02-18 08:43:00,2025-02-18 09:20:00,29.0,6,3
LMS-2113,COURSE-002,2024-11-10 20:37:00,2024-11-10 21:50:00,9.0,2,1
LMS-2113,COURSE-002,2025-04-04 18:56:00,2025-04-04 19:05:00,48.0,5,0
LMS-2113,COURSE-006,2025-03-31 16:00:00,2025-03-31 16:35:00,30.0,9,1
LMS-2113,COURSE-009,2024-12-16 08:40:00,2024-12-16 10:50:00,35.0,8,2
LMS-2113,COURSE-002,2025-02-27 12:28:00,2025-02-27 12:36:00,,9,1
LMS-2113,COURSE-002,2025-01-02 11:51:00,2025-01-02 13:55:00,25.0,2,1
LMS-2113,COURSE-009,2025-04-28 11:28:00,2025-04-28 14:07:00,22.0,0,3
LMS-2113,COURSE-004,2025-02-03 10:10:00,2025-02-03 10:58:00,11.0,0,0
LMS-2113,COURSE-006,2025-03-27 21:49:00,2025-03-28 00:15:00,17.0,7,3
LMS-2113,COURSE-006,2025-01-23 21:15:00,2025-01-23 23:04:00,21.0,0,0
LMS-2113,COURSE-010,2025-04-04 07:50:00,2025-04-04 09:29:00,7.0,2,3
LMS-2113,COURSE-008,2024-12-01 10:16:00,2024-12-01 12:42:00,23.0,2,2
LMS-2113,COURSE-001,2024-11-12 08:12:00,2024-11-12 08:36:00,7.0,8,1
LMS-2113,COURSE-008,2025-03-19 10:32:00,2025-03-19 11:39:00,31.0,6,2
LMS-2113,COURSE-002,2024-09-01 07:03:00,2024-09-01 07:16:00,30.0,9,1
LMS-2113,COURSE-010,2024-10-29 12:21:00,2024-10-29 13:40:00,3.0,7,4
LMS-2113,COURSE-003,2024-12-01 18:28:00,2024-12-01 19:27:00,,6,3
LMS-2113,COURSE-009,2025-04-16 15:49:00,2025-04-16 18:40:00,15.0,2,3
LMS-2113,COURSE-004,2025-03-22 20:11:00,2025-03-22 22:55:00,12.0,5,0
LMS-2113,COURSE-010,2024-12-05 21:25:00,2024-12-06 00:21:00,48.0,6,4
LMS-2113,COURSE-006,2025-04-18 08:45:00,2025-04-18 11:43:00,6.0,8,4
LMS-2113,COURSE-006,2025-03-27 17:16:00,2025-03-27 18:18:00,33.0,5,2
LMS-2113,COURSE-008,2025-02-27 13:41:00,2025-02-27 14:24:00,20.0,1,4
LMS-2113,COURSE-007,2024-09-11 18:07:00,2024-09-11 19:51:00,13.0,0,2
LMS-2113,COURSE-001,2024-11-12 13:52:00,2024-11-12 15:06:00,41.0,1,1
LMS-2113,COURSE-003,2024-11-12 20:31:00,2024-11-12 20:50:00,16.0,1,0
LMS-2113,COURSE-010,2025-03-06 11:38:00,2025-03-06 13:29:00,46.0,8,0
LMS-2113,COURSE-004,2025-01-07 09:12:00,2025-01-07 09:27:00,15.0,7,3
LMS-2113,COURSE-009,2024-09-23 11:34:00,2024-09-23 13:05:00,15.0,4,3
LMS-2113,COURSE-010,2024-10-29 07:46:00,2024-10-29 08:46:00,7.0,4,4
LMS-2113,COURSE-010,2025-04-12 08:08:00,2025-04-12 10:27:00,49.0,1,3
LMS-2113,COURSE-006,2025-01-06 09:19:00,2025-01-06 12:15:00,15.0,3,3
LMS-2113,COURSE-003,2024-10-27 18:03:00,2024-10-27 21:02:00,15.0,9,1
LMS-2113,COURSE-009,2024-11-04 12:56:00,2024-11-04 14:05:00,29.0,0,0
LMS-2113,COURSE-003,2025-01-20 09:02:00,2025-01-20 10:48:00,25.0,5,3
LMS-2114,COURSE-010,2025-02-09 11:42:00,2025-02-09 12:02:00,41.0,1,4
LMS-2114,COURSE-008,2025-04-25 12:50:00,2025-04-25 14:49:00,2.0,3,2
LMS-2114,COURSE-010,2025-02-16 18:05:00,2025-02-16 19:56:00,11.0,7,1
LMS-2114,COURSE-003,2024-12-18 14:21:00,2024-12-18 16:50:00,44.0,9,3
LMS-2114,COURSE-003,2024-11-14 16:44:00,2024-11-14 18:43:00,7.0,0,3
LMS-2114,COURSE-007,2025-03-12 18:44:00,2025-03-12 21:13:00,12.0,4,2
LMS-2114,COURSE-004,2024-09-07 14:39:00,2024-09-07 16:54:00,47.0,6,2
LMS-2114,COURSE-004,2024-10-18 09:08:00,2024-10-18 12:05:00,43.0,5,0
LMS-2114,COURSE-006,2024-12-31 10:20:00,2024-12-31 12:39:00,12.0,5,1
LMS-2114,COURSE-001,2024-12-28 13:55:00,2024-12-28 16:01:00,1.0,5,2
LMS-2114,COURSE-002,2025-04-26 20:46:00,2025-04-26 22:12:00,8.0,4,1
LMS-2114,COURSE-007,2024-11-05 19:51:00,2024-11-05 22:01:00,36.0,1,1
LMS-2114,COURSE-002,2024-11-19 20:57:00,2024-11-19 23:38:00,32.0,8,1
LMS-2114,COURSE-002,2024-11-10 16:27:00,2024-11-10 17:09:00,10.0,8,0
LMS-2114,COURSE-003,2024-09-15 11:08:00,2024-09-15 13:27:00,49.0,9,2
